# LAMMPS data file written by OVITO Pro 3.4.4
2592 atoms
2 atom types
-5.02778179 25.13890895 xlo xhi
-8.7083735096 26.1251205288 ylo yhi
-11.03783518 22.07567036 zlo zhi
-20.11112716 0.0 0.0 xy xz yz

Atoms  # atomic

37 2 -6.2276242058 -6.6301854843 4.599096152
38 2 -3.7137333108 -6.4323747801 2.7594569554
39 2 -2.6280969584 -8.7083735096 0.9198177587
40 1 -6.0942497244 -5.4614303214 0.2060929396
41 1 -4.7925922134 -6.9012466724 3.8853713329
42 1 -4.1965034322 -5.0540700254 2.0457321362
43 1 -1.6826125372 -8.008490239 5.3128246504
44 1 -3.5803588294 -7.601129943 1.6335462571
45 1 -2.2787013184 -6.161313592 3.4731854538
46 2 -8.7415151008 -2.2759987295 4.599096152
47 2 -6.2276242058 -2.0781880253 2.7594569554
48 2 -5.1419878534 -4.3541867548 0.9198177587
49 1 -8.6081406194 -1.1072435666 0.2060929396
50 1 -7.3064831084 -2.5470599176 3.8853713329
51 1 -6.7103943272 -0.6998832706 2.0457321362
52 1 -4.1965034322 -3.6543034842 5.3128246504
53 1 -6.0942497244 -3.2469431882 1.6335462571
54 1 -4.7925922134 -1.8071268372 3.4731854538
55 2 -6.2276242058 -6.6301854843 10.118013742
56 2 -3.7137333108 -6.4323747801 8.2783745454
57 2 -2.6280969584 -8.7083735096 6.4387353487
58 1 -6.0942497244 -5.4614303214 5.7250105296
59 1 -4.7925922134 -6.9012466724 9.4042889229
60 1 -4.1965034322 -5.0540700254 7.5646497262
61 1 -1.6826125372 -8.008490239 10.8317422404
62 1 -3.5803588294 -7.601129943 7.1524638471
63 1 -2.2787013184 -6.161313592 8.9921030438
64 2 -8.7415151008 -2.2759987295 10.118013742
65 2 -6.2276242058 -2.0781880253 8.2783745454
66 2 -5.1419878534 -4.3541867548 6.4387353487
67 1 -8.6081406194 -1.1072435666 5.7250105296
68 1 -7.3064831084 -2.5470599176 9.4042889229
69 1 -6.7103943272 -0.6998832706 7.5646497262
70 1 -4.1965034322 -3.6543034842 10.8317422404
71 1 -6.0942497244 -3.2469431882 7.1524638471
72 1 -4.7925922134 -1.8071268372 8.9921030438
73 2 -6.2276242058 -6.6301854843 15.636931332
74 2 -3.7137333108 -6.4323747801 13.7972921354
75 2 -2.6280969584 -8.7083735096 11.9576529387
76 1 -6.0942497244 -5.4614303214 11.2439281196
77 1 -4.7925922134 -6.9012466724 14.9232065129
78 1 -4.1965034322 -5.0540700254 13.0835673162
79 1 -1.6826125372 -8.008490239 16.3506598304
80 1 -3.5803588294 -7.601129943 12.6713814371
81 1 -2.2787013184 -6.161313592 14.5110206338
82 2 -8.7415151008 -2.2759987295 15.636931332
83 2 -6.2276242058 -2.0781880253 13.7972921354
84 2 -5.1419878534 -4.3541867548 11.9576529387
85 1 -8.6081406194 -1.1072435666 11.2439281196
86 1 -7.3064831084 -2.5470599176 14.9232065129
87 1 -6.7103943272 -0.6998832706 13.0835673162
88 1 -4.1965034322 -3.6543034842 16.3506598304
89 1 -6.0942497244 -3.2469431882 12.6713814371
90 1 -4.7925922134 -1.8071268372 14.5110206338
91 2 -6.2276242058 -6.6301854843 21.155848922
92 2 -3.7137333108 -6.4323747801 19.3162097254
93 2 -2.6280969584 -8.7083735096 17.4765705287
94 1 -6.0942497244 -5.4614303214 16.7628457096
95 1 -4.7925922134 -6.9012466724 20.4421241029
96 1 -4.1965034322 -5.0540700254 18.6024849062
97 1 -1.6826125372 -8.008490239 21.8695774204
98 1 -3.5803588294 -7.601129943 18.1902990271
99 1 -2.2787013184 -6.161313592 20.0299382238
100 2 -8.7415151008 -2.2759987295 21.155848922
101 2 -6.2276242058 -2.0781880253 19.3162097254
102 2 -5.1419878534 -4.3541867548 17.4765705287
103 1 -8.6081406194 -1.1072435666 16.7628457096
104 1 -7.3064831084 -2.5470599176 20.4421241029
105 1 -6.7103943272 -0.6998832706 18.6024849062
106 1 -4.1965034322 -3.6543034842 21.8695774204
107 1 -6.0942497244 -3.2469431882 18.1902990271
108 1 -4.7925922134 -1.8071268372 20.0299382238
109 2 -11.2554059958 2.0781880253 -6.438739028
110 2 -8.7415151008 2.2759987295 -8.2783782246
111 2 -7.6558787484 0.0 -10.1180174213
112 1 -11.1220315144 3.2469431882 -10.8317422404
113 1 -9.8203740034 1.8071268372 -7.1524638471
114 1 -9.2242852222 3.6543034842 -8.9921030438
115 1 -6.7103943272 0.6998832706 -5.7250105296
116 1 -8.6081406194 1.1072435666 -9.4042889229
117 1 -7.3064831084 2.5470599176 -7.5646497262
118 2 -13.7692968908 6.4323747801 -6.438739028
119 2 -11.2554059958 6.6301854843 -8.2783782246
120 2 -10.1697696434 4.3541867548 -10.1180174213
121 1 -13.6359224094 7.601129943 -10.8317422404
122 1 -12.3342648984 6.161313592 -7.1524638471
123 1 -11.7381761172 8.008490239 -8.9921030438
124 1 -9.2242852222 5.0540700254 -5.7250105296
125 1 -11.1220315144 5.4614303214 -9.4042889229
126 1 -9.8203740034 6.9012466724 -7.5646497262
127 2 -11.2554059958 2.0781880253 -0.919821438
128 2 -8.7415151008 2.2759987295 -2.7594606346
129 2 -7.6558787484 0.0 -4.5990998313
130 1 -11.1220315144 3.2469431882 -5.3128246504
131 1 -9.8203740034 1.8071268372 -1.6335462571
132 1 -9.2242852222 3.6543034842 -3.4731854538
133 1 -6.7103943272 0.6998832706 -0.2060929396
134 1 -8.6081406194 1.1072435666 -3.8853713329
135 1 -7.3064831084 2.5470599176 -2.0457321362
136 2 -13.7692968908 6.4323747801 -0.919821438
137 2 -11.2554059958 6.6301854843 -2.7594606346
138 2 -10.1697696434 4.3541867548 -4.5990998313
139 1 -13.6359224094 7.601129943 -5.3128246504
140 1 -12.3342648984 6.161313592 -1.6335462571
141 1 -11.7381761172 8.008490239 -3.4731854538
142 1 -9.2242852222 5.0540700254 -0.2060929396
143 1 -11.1220315144 5.4614303214 -3.8853713329
144 1 -9.8203740034 6.9012466724 -2.0457321362
145 2 -11.2554059958 2.0781880253 4.599096152
146 2 -8.7415151008 2.2759987295 2.7594569554
147 2 -7.6558787484 0.0 0.9198177587
148 1 -11.1220315144 3.2469431882 0.2060929396
149 1 -9.8203740034 1.8071268372 3.8853713329
150 1 -9.2242852222 3.6543034842 2.0457321362
151 1 -6.7103943272 0.6998832706 5.3128246504
152 1 -8.6081406194 1.1072435666 1.6335462571
153 1 -7.3064831084 2.5470599176 3.4731854538
154 2 -13.7692968908 6.4323747801 4.599096152
155 2 -11.2554059958 6.6301854843 2.7594569554
156 2 -10.1697696434 4.3541867548 0.9198177587
157 1 -13.6359224094 7.601129943 0.2060929396
158 1 -12.3342648984 6.161313592 3.8853713329
159 1 -11.7381761172 8.008490239 2.0457321362
160 1 -9.2242852222 5.0540700254 5.3128246504
161 1 -11.1220315144 5.4614303214 1.6335462571
162 1 -9.8203740034 6.9012466724 3.4731854538
163 2 -11.2554059958 2.0781880253 10.118013742
164 2 -8.7415151008 2.2759987295 8.2783745454
165 2 -7.6558787484 0.0 6.4387353487
166 1 -11.1220315144 3.2469431882 5.7250105296
167 1 -9.8203740034 1.8071268372 9.4042889229
168 1 -9.2242852222 3.6543034842 7.5646497262
169 1 -6.7103943272 0.6998832706 10.8317422404
170 1 -8.6081406194 1.1072435666 7.1524638471
171 1 -7.3064831084 2.5470599176 8.9921030438
172 2 -13.7692968908 6.4323747801 10.118013742
173 2 -11.2554059958 6.6301854843 8.2783745454
174 2 -10.1697696434 4.3541867548 6.4387353487
175 1 -13.6359224094 7.601129943 5.7250105296
176 1 -12.3342648984 6.161313592 9.4042889229
177 1 -11.7381761172 8.008490239 7.5646497262
178 1 -9.2242852222 5.0540700254 10.8317422404
179 1 -11.1220315144 5.4614303214 7.1524638471
180 1 -9.8203740034 6.9012466724 8.9921030438
181 2 -11.2554059958 2.0781880253 15.636931332
182 2 -8.7415151008 2.2759987295 13.7972921354
183 2 -7.6558787484 0.0 11.9576529387
184 1 -11.1220315144 3.2469431882 11.2439281196
185 1 -9.8203740034 1.8071268372 14.9232065129
186 1 -9.2242852222 3.6543034842 13.0835673162
187 1 -6.7103943272 0.6998832706 16.3506598304
188 1 -8.6081406194 1.1072435666 12.6713814371
189 1 -7.3064831084 2.5470599176 14.5110206338
190 2 -13.7692968908 6.4323747801 15.636931332
191 2 -11.2554059958 6.6301854843 13.7972921354
192 2 -10.1697696434 4.3541867548 11.9576529387
193 1 -13.6359224094 7.601129943 11.2439281196
194 1 -12.3342648984 6.161313592 14.9232065129
195 1 -11.7381761172 8.008490239 13.0835673162
196 1 -9.2242852222 5.0540700254 16.3506598304
197 1 -11.1220315144 5.4614303214 12.6713814371
198 1 -9.8203740034 6.9012466724 14.5110206338
199 2 -11.2554059958 2.0781880253 21.155848922
200 2 -8.7415151008 2.2759987295 19.3162097254
201 2 -7.6558787484 0.0 17.4765705287
202 1 -11.1220315144 3.2469431882 16.7628457096
203 1 -9.8203740034 1.8071268372 20.4421241029
204 1 -9.2242852222 3.6543034842 18.6024849062
205 1 -6.7103943272 0.6998832706 21.8695774204
206 1 -8.6081406194 1.1072435666 18.1902990271
207 1 -7.3064831084 2.5470599176 20.0299382238
208 2 -13.7692968908 6.4323747801 21.155848922
209 2 -11.2554059958 6.6301854843 19.3162097254
210 2 -10.1697696434 4.3541867548 17.4765705287
211 1 -13.6359224094 7.601129943 16.7628457096
212 1 -12.3342648984 6.161313592 20.4421241029
213 1 -11.7381761172 8.008490239 18.6024849062
214 1 -9.2242852222 5.0540700254 21.8695774204
215 1 -11.1220315144 5.4614303214 18.1902990271
216 1 -9.8203740034 6.9012466724 20.0299382238
217 2 -16.2831877858 10.7865615349 -6.438739028
218 2 -13.7692968908 10.9843722391 -8.2783782246
219 2 -12.6836605384 8.7083735096 -10.1180174213
220 1 -16.1498133044 11.9553166978 -10.8317422404
221 1 -14.8481557934 10.5155003468 -7.1524638471
222 1 -14.2520670122 12.3626769938 -8.9921030438
223 1 -11.7381761172 9.4082567802 -5.7250105296
224 1 -13.6359224094 9.8156170762 -9.4042889229
225 1 -12.3342648984 11.2554334272 -7.5646497262
226 2 -18.7970786808 15.1407482897 -6.438739028
227 2 -16.2831877858 15.3385589939 -8.2783782246
228 2 -15.1975514334 13.0625602644 -10.1180174213
229 1 -18.6637041994 16.3095034526 -10.8317422404
230 1 -17.3620466884 14.8696871016 -7.1524638471
231 1 -16.7659579072 16.7168637486 -8.9921030438
232 1 -14.2520670122 13.762443535 -5.7250105296
233 1 -16.1498133044 14.169803831 -9.4042889229
234 1 -14.8481557934 15.609620182 -7.5646497262
235 2 -16.2831877858 10.7865615349 -0.919821438
236 2 -13.7692968908 10.9843722391 -2.7594606346
237 2 -12.6836605384 8.7083735096 -4.5990998313
238 1 -16.1498133044 11.9553166978 -5.3128246504
239 1 -14.8481557934 10.5155003468 -1.6335462571
240 1 -14.2520670122 12.3626769938 -3.4731854538
241 1 -11.7381761172 9.4082567802 -0.2060929396
242 1 -13.6359224094 9.8156170762 -3.8853713329
243 1 -12.3342648984 11.2554334272 -2.0457321362
244 2 -18.7970786808 15.1407482897 -0.919821438
245 2 -16.2831877858 15.3385589939 -2.7594606346
246 2 -15.1975514334 13.0625602644 -4.5990998313
247 1 -18.6637041994 16.3095034526 -5.3128246504
248 1 -17.3620466884 14.8696871016 -1.6335462571
249 1 -16.7659579072 16.7168637486 -3.4731854538
250 1 -14.2520670122 13.762443535 -0.2060929396
251 1 -16.1498133044 14.169803831 -3.8853713329
252 1 -14.8481557934 15.609620182 -2.0457321362
253 2 -16.2831877858 10.7865615349 4.599096152
254 2 -13.7692968908 10.9843722391 2.7594569554
255 2 -12.6836605384 8.7083735096 0.9198177587
256 1 -16.1498133044 11.9553166978 0.2060929396
257 1 -14.8481557934 10.5155003468 3.8853713329
258 1 -14.2520670122 12.3626769938 2.0457321362
259 1 -11.7381761172 9.4082567802 5.3128246504
260 1 -13.6359224094 9.8156170762 1.6335462571
261 1 -12.3342648984 11.2554334272 3.4731854538
262 2 -18.7970786808 15.1407482897 4.599096152
263 2 -16.2831877858 15.3385589939 2.7594569554
264 2 -15.1975514334 13.0625602644 0.9198177587
265 1 -18.6637041994 16.3095034526 0.2060929396
266 1 -17.3620466884 14.8696871016 3.8853713329
267 1 -16.7659579072 16.7168637486 2.0457321362
268 1 -14.2520670122 13.762443535 5.3128246504
269 1 -16.1498133044 14.169803831 1.6335462571
270 1 -14.8481557934 15.609620182 3.4731854538
271 2 -16.2831877858 10.7865615349 10.118013742
272 2 -13.7692968908 10.9843722391 8.2783745454
273 2 -12.6836605384 8.7083735096 6.4387353487
274 1 -16.1498133044 11.9553166978 5.7250105296
275 1 -14.8481557934 10.5155003468 9.4042889229
276 1 -14.2520670122 12.3626769938 7.5646497262
277 1 -11.7381761172 9.4082567802 10.8317422404
278 1 -13.6359224094 9.8156170762 7.1524638471
279 1 -12.3342648984 11.2554334272 8.9921030438
280 2 -18.7970786808 15.1407482897 10.118013742
281 2 -16.2831877858 15.3385589939 8.2783745454
282 2 -15.1975514334 13.0625602644 6.4387353487
283 1 -18.6637041994 16.3095034526 5.7250105296
284 1 -17.3620466884 14.8696871016 9.4042889229
285 1 -16.7659579072 16.7168637486 7.5646497262
286 1 -14.2520670122 13.762443535 10.8317422404
287 1 -16.1498133044 14.169803831 7.1524638471
288 1 -14.8481557934 15.609620182 8.9921030438
289 2 -16.2831877858 10.7865615349 15.636931332
290 2 -13.7692968908 10.9843722391 13.7972921354
291 2 -12.6836605384 8.7083735096 11.9576529387
292 1 -16.1498133044 11.9553166978 11.2439281196
293 1 -14.8481557934 10.5155003468 14.9232065129
294 1 -14.2520670122 12.3626769938 13.0835673162
295 1 -11.7381761172 9.4082567802 16.3506598304
296 1 -13.6359224094 9.8156170762 12.6713814371
297 1 -12.3342648984 11.2554334272 14.5110206338
298 2 -18.7970786808 15.1407482897 15.636931332
299 2 -16.2831877858 15.3385589939 13.7972921354
300 2 -15.1975514334 13.0625602644 11.9576529387
301 1 -18.6637041994 16.3095034526 11.2439281196
302 1 -17.3620466884 14.8696871016 14.9232065129
303 1 -16.7659579072 16.7168637486 13.0835673162
304 1 -14.2520670122 13.762443535 16.3506598304
305 1 -16.1498133044 14.169803831 12.6713814371
306 1 -14.8481557934 15.609620182 14.5110206338
307 2 -16.2831877858 10.7865615349 21.155848922
308 2 -13.7692968908 10.9843722391 19.3162097254
309 2 -12.6836605384 8.7083735096 17.4765705287
310 1 -16.1498133044 11.9553166978 16.7628457096
311 1 -14.8481557934 10.5155003468 20.4421241029
312 1 -14.2520670122 12.3626769938 18.6024849062
313 1 -11.7381761172 9.4082567802 21.8695774204
314 1 -13.6359224094 9.8156170762 18.1902990271
315 1 -12.3342648984 11.2554334272 20.0299382238
316 2 -18.7970786808 15.1407482897 21.155848922
317 2 -16.2831877858 15.3385589939 19.3162097254
318 2 -15.1975514334 13.0625602644 17.4765705287
319 1 -18.6637041994 16.3095034526 16.7628457096
320 1 -17.3620466884 14.8696871016 20.4421241029
321 1 -16.7659579072 16.7168637486 18.6024849062
322 1 -14.2520670122 13.762443535 21.8695774204
323 1 -16.1498133044 14.169803831 18.1902990271
324 1 -14.8481557934 15.609620182 20.0299382238
325 2 -21.3109695758 19.4949350445 -6.438739028
326 2 -18.7970786808 19.6927457487 -8.2783782246
327 2 -17.7114423284 17.4167470192 -10.1180174213
328 1 -21.1775950944 20.6636902074 -10.8317422404
329 1 -19.8759375834 19.2238738564 -7.1524638471
330 1 -19.2798488022 21.0710505034 -8.9921030438
331 1 -16.7659579072 18.1166302898 -5.7250105296
332 1 -18.6637041994 18.5239905858 -9.4042889229
333 1 -17.3620466884 19.9638069368 -7.5646497262
334 2 -23.8248604708 23.8491217993 -6.438739028
335 2 -21.3109695758 24.0469325035 -8.2783782246
336 2 -20.2253332234 21.770933774 -10.1180174213
337 1 -23.6914859894 25.0178769622 -10.8317422404
338 1 -22.3898284784 23.5780606112 -7.1524638471
339 1 -21.7937396972 25.4252372582 -8.9921030438
340 1 -19.2798488022 22.4708170446 -5.7250105296
341 1 -21.1775950944 22.8781773406 -9.4042889229
342 1 -19.8759375834 24.3179936916 -7.5646497262
343 2 -21.3109695758 19.4949350445 -0.919821438
344 2 -18.7970786808 19.6927457487 -2.7594606346
345 2 -17.7114423284 17.4167470192 -4.5990998313
346 1 -21.1775950944 20.6636902074 -5.3128246504
347 1 -19.8759375834 19.2238738564 -1.6335462571
348 1 -19.2798488022 21.0710505034 -3.4731854538
349 1 -16.7659579072 18.1166302898 -0.2060929396
350 1 -18.6637041994 18.5239905858 -3.8853713329
351 1 -17.3620466884 19.9638069368 -2.0457321362
352 2 -23.8248604708 23.8491217993 -0.919821438
353 2 -21.3109695758 24.0469325035 -2.7594606346
354 2 -20.2253332234 21.770933774 -4.5990998313
355 1 -23.6914859894 25.0178769622 -5.3128246504
356 1 -22.3898284784 23.5780606112 -1.6335462571
357 1 -21.7937396972 25.4252372582 -3.4731854538
358 1 -19.2798488022 22.4708170446 -0.2060929396
359 1 -21.1775950944 22.8781773406 -3.8853713329
360 1 -19.8759375834 24.3179936916 -2.0457321362
361 2 -21.3109695758 19.4949350445 4.599096152
362 2 -18.7970786808 19.6927457487 2.7594569554
363 2 -17.7114423284 17.4167470192 0.9198177587
364 1 -21.1775950944 20.6636902074 0.2060929396
365 1 -19.8759375834 19.2238738564 3.8853713329
366 1 -19.2798488022 21.0710505034 2.0457321362
367 1 -16.7659579072 18.1166302898 5.3128246504
368 1 -18.6637041994 18.5239905858 1.6335462571
369 1 -17.3620466884 19.9638069368 3.4731854538
370 2 -23.8248604708 23.8491217993 4.599096152
371 2 -21.3109695758 24.0469325035 2.7594569554
372 2 -20.2253332234 21.770933774 0.9198177587
373 1 -23.6914859894 25.0178769622 0.2060929396
374 1 -22.3898284784 23.5780606112 3.8853713329
375 1 -21.7937396972 25.4252372582 2.0457321362
376 1 -19.2798488022 22.4708170446 5.3128246504
377 1 -21.1775950944 22.8781773406 1.6335462571
378 1 -19.8759375834 24.3179936916 3.4731854538
379 2 -21.3109695758 19.4949350445 10.118013742
380 2 -18.7970786808 19.6927457487 8.2783745454
381 2 -17.7114423284 17.4167470192 6.4387353487
382 1 -21.1775950944 20.6636902074 5.7250105296
383 1 -19.8759375834 19.2238738564 9.4042889229
384 1 -19.2798488022 21.0710505034 7.5646497262
385 1 -16.7659579072 18.1166302898 10.8317422404
386 1 -18.6637041994 18.5239905858 7.1524638471
387 1 -17.3620466884 19.9638069368 8.9921030438
388 2 -23.8248604708 23.8491217993 10.118013742
389 2 -21.3109695758 24.0469325035 8.2783745454
390 2 -20.2253332234 21.770933774 6.4387353487
391 1 -23.6914859894 25.0178769622 5.7250105296
392 1 -22.3898284784 23.5780606112 9.4042889229
393 1 -21.7937396972 25.4252372582 7.5646497262
394 1 -19.2798488022 22.4708170446 10.8317422404
395 1 -21.1775950944 22.8781773406 7.1524638471
396 1 -19.8759375834 24.3179936916 8.9921030438
397 2 -21.3109695758 19.4949350445 15.636931332
398 2 -18.7970786808 19.6927457487 13.7972921354
399 2 -17.7114423284 17.4167470192 11.9576529387
400 1 -21.1775950944 20.6636902074 11.2439281196
401 1 -19.8759375834 19.2238738564 14.9232065129
402 1 -19.2798488022 21.0710505034 13.0835673162
403 1 -16.7659579072 18.1166302898 16.3506598304
404 1 -18.6637041994 18.5239905858 12.6713814371
405 1 -17.3620466884 19.9638069368 14.5110206338
406 2 -23.8248604708 23.8491217993 15.636931332
407 2 -21.3109695758 24.0469325035 13.7972921354
408 2 -20.2253332234 21.770933774 11.9576529387
409 1 -23.6914859894 25.0178769622 11.2439281196
410 1 -22.3898284784 23.5780606112 14.9232065129
411 1 -21.7937396972 25.4252372582 13.0835673162
412 1 -19.2798488022 22.4708170446 16.3506598304
413 1 -21.1775950944 22.8781773406 12.6713814371
414 1 -19.8759375834 24.3179936916 14.5110206338
415 2 -21.3109695758 19.4949350445 21.155848922
416 2 -18.7970786808 19.6927457487 19.3162097254
417 2 -17.7114423284 17.4167470192 17.4765705287
418 1 -21.1775950944 20.6636902074 16.7628457096
419 1 -19.8759375834 19.2238738564 20.4421241029
420 1 -19.2798488022 21.0710505034 18.6024849062
421 1 -16.7659579072 18.1166302898 21.8695774204
422 1 -18.6637041994 18.5239905858 18.1902990271
423 1 -17.3620466884 19.9638069368 20.0299382238
424 2 -23.8248604708 23.8491217993 21.155848922
425 2 -21.3109695758 24.0469325035 19.3162097254
426 2 -20.2253332234 21.770933774 17.4765705287
427 1 -23.6914859894 25.0178769622 16.7628457096
428 1 -22.3898284784 23.5780606112 20.4421241029
429 1 -21.7937396972 25.4252372582 18.6024849062
430 1 -19.2798488022 22.4708170446 21.8695774204
431 1 -21.1775950944 22.8781773406 18.1902990271
432 1 -19.8759375834 24.3179936916 20.0299382238
433 2 -1.1998424158 -6.6301854843 -6.438739028
434 2 1.3140484792 -6.4323747801 -8.2783782246
435 2 2.3996848316 -8.7083735096 -10.1180174213
436 1 -1.0664679344 -5.4614303214 -10.8317422404
437 1 0.2351895766 -6.9012466724 -7.1524638471
438 1 0.8312783578 -5.0540700254 -8.9921030438
439 1 3.3451692528 -8.008490239 -5.7250105296
440 1 1.4474229606 -7.601129943 -9.4042889229
441 1 2.7490804716 -6.161313592 -7.5646497262
442 2 -3.7137333108 -2.2759987295 -6.438739028
443 2 -1.1998424158 -2.0781880253 -8.2783782246
444 2 -0.1142060634 -4.3541867548 -10.1180174213
445 1 -3.5803588294 -1.1072435666 -10.8317422404
446 1 -2.2787013184 -2.5470599176 -7.1524638471
447 1 -1.6826125372 -0.6998832706 -8.9921030438
448 1 0.8312783578 -3.6543034842 -5.7250105296
449 1 -1.0664679344 -3.2469431882 -9.4042889229
450 1 0.2351895766 -1.8071268372 -7.5646497262
451 2 -1.1998424158 -6.6301854843 -0.919821438
452 2 1.3140484792 -6.4323747801 -2.7594606346
453 2 2.3996848316 -8.7083735096 -4.5990998313
454 1 -1.0664679344 -5.4614303214 -5.3128246504
455 1 0.2351895766 -6.9012466724 -1.6335462571
456 1 0.8312783578 -5.0540700254 -3.4731854538
457 1 3.3451692528 -8.008490239 -0.2060929396
458 1 1.4474229606 -7.601129943 -3.8853713329
459 1 2.7490804716 -6.161313592 -2.0457321362
460 2 -3.7137333108 -2.2759987295 -0.919821438
461 2 -1.1998424158 -2.0781880253 -2.7594606346
462 2 -0.1142060634 -4.3541867548 -4.5990998313
463 1 -3.5803588294 -1.1072435666 -5.3128246504
464 1 -2.2787013184 -2.5470599176 -1.6335462571
465 1 -1.6826125372 -0.6998832706 -3.4731854538
466 1 0.8312783578 -3.6543034842 -0.2060929396
467 1 -1.0664679344 -3.2469431882 -3.8853713329
468 1 0.2351895766 -1.8071268372 -2.0457321362
469 2 -1.1998424158 -6.6301854843 4.599096152
470 2 1.3140484792 -6.4323747801 2.7594569554
471 2 2.3996848316 -8.7083735096 0.9198177587
472 1 -1.0664679344 -5.4614303214 0.2060929396
473 1 0.2351895766 -6.9012466724 3.8853713329
474 1 0.8312783578 -5.0540700254 2.0457321362
475 1 3.3451692528 -8.008490239 5.3128246504
476 1 1.4474229606 -7.601129943 1.6335462571
477 1 2.7490804716 -6.161313592 3.4731854538
478 2 -3.7137333108 -2.2759987295 4.599096152
479 2 -1.1998424158 -2.0781880253 2.7594569554
480 2 -0.1142060634 -4.3541867548 0.9198177587
481 1 -3.5803588294 -1.1072435666 0.2060929396
482 1 -2.2787013184 -2.5470599176 3.8853713329
483 1 -1.6826125372 -0.6998832706 2.0457321362
484 1 0.8312783578 -3.6543034842 5.3128246504
485 1 -1.0664679344 -3.2469431882 1.6335462571
486 1 0.2351895766 -1.8071268372 3.4731854538
487 2 -1.1998424158 -6.6301854843 10.118013742
488 2 1.3140484792 -6.4323747801 8.2783745454
489 2 2.3996848316 -8.7083735096 6.4387353487
490 1 -1.0664679344 -5.4614303214 5.7250105296
491 1 0.2351895766 -6.9012466724 9.4042889229
492 1 0.8312783578 -5.0540700254 7.5646497262
493 1 3.3451692528 -8.008490239 10.8317422404
494 1 1.4474229606 -7.601129943 7.1524638471
495 1 2.7490804716 -6.161313592 8.9921030438
496 2 -3.7137333108 -2.2759987295 10.118013742
497 2 -1.1998424158 -2.0781880253 8.2783745454
498 2 -0.1142060634 -4.3541867548 6.4387353487
499 1 -3.5803588294 -1.1072435666 5.7250105296
500 1 -2.2787013184 -2.5470599176 9.4042889229
501 1 -1.6826125372 -0.6998832706 7.5646497262
502 1 0.8312783578 -3.6543034842 10.8317422404
503 1 -1.0664679344 -3.2469431882 7.1524638471
504 1 0.2351895766 -1.8071268372 8.9921030438
505 2 -1.1998424158 -6.6301854843 15.636931332
506 2 1.3140484792 -6.4323747801 13.7972921354
507 2 2.3996848316 -8.7083735096 11.9576529387
508 1 -1.0664679344 -5.4614303214 11.2439281196
509 1 0.2351895766 -6.9012466724 14.9232065129
510 1 0.8312783578 -5.0540700254 13.0835673162
511 1 3.3451692528 -8.008490239 16.3506598304
512 1 1.4474229606 -7.601129943 12.6713814371
513 1 2.7490804716 -6.161313592 14.5110206338
514 2 -3.7137333108 -2.2759987295 15.636931332
515 2 -1.1998424158 -2.0781880253 13.7972921354
516 2 -0.1142060634 -4.3541867548 11.9576529387
517 1 -3.5803588294 -1.1072435666 11.2439281196
518 1 -2.2787013184 -2.5470599176 14.9232065129
519 1 -1.6826125372 -0.6998832706 13.0835673162
520 1 0.8312783578 -3.6543034842 16.3506598304
521 1 -1.0664679344 -3.2469431882 12.6713814371
